lccn/sn86063381/1919-02-14,1,1,4,-3
lccn/sn83045462/1907-09-13,2,11,1,10
lccn/sn89064939/1890-07-23,2,9,3,6
lccn/sn89064939/1891-06-10,1,4,5,-1
lccn/sn89064939/1891-06-17,1,0,0,0
lccn/sn83045462/1906-01-20,2,28,7,21
lccn/sn83045462/1907-12-07,1,11,16,-5
lccn/sn92053934/1909-03-12,1,0,0,0
lccn/sn92053934/1907-05-11,2,10,2,8
lccn/sn92053934/1907-07-20,2,21,2,19
lccn/sn92053934/1907-11-02,2,8,6,2
lccn/sn83045462/1906-03-15,2,8,5,3
lccn/sn83045462/1907-10-31,2,5,2,3
lccn/sn96076776/1912-05-10,2,8,5,3
lccn/sn96076776/1912-05-17,2,13,2,11
lccn/sn96076776/1912-09-06,1,4,7,-3
lccn/sn96076776/1913-06-13,2,18,1,17
lccn/sn96076776/1913-06-20,1,1,1,0
lccn/sn99021999/1921-08-28,1,1,9,-8
lccn/sn99021999/1920-12-19,1,8,8,0
lccn/sn99021999/1921-04-10,1,6,9,-3
lccn/sn99021999/1921-05-15,2,10,6,4
lccn/sn99021999/1921-06-17,2,17,8,9
lccn/sn99021999/1921-03-29,2,6,4,2
lccn/sn99021999/1921-04-21,1,4,9,-5
lccn/sn82016014/1915-03-02,2,13,0,13
lccn/sn85066387/1896-07-05,2,12,0,12
lccn/sn82016014/1914-11-13,2,6,0,6
lccn/sn85066387/1896-11-01,2,10,8,2
lccn/sn82016014/1915-06-22,2,10,5,5
lccn/sn82016014/1915-05-26,2,17,11,6
lccn/sn85066387/1896-08-30,2,9,3,6
lccn/sn82016014/1915-05-15,1,6,6,0
lccn/sn82016014/1915-05-29,2,13,3,10
lccn/sn82016014/1916-12-02,1,5,15,-10
lccn/sn82016014/1916-02-05,2,10,3,7
lccn/sn82016014/1916-03-20,1,9,12,-3
lccn/sn85066387/1912-12-12,2,19,2,17
lccn/sn85066387/1912-12-12,2,20,2,18
lccn/sn99021999/1920-06-23,1,0,0,0
lccn/sn99021999/1920-05-14,2,14,3,11
lccn/sn96077142/1897-09-11,1,2,6,-4
lccn/sn85066387/1896-11-08,2,15,5,10
lccn/sn85066387/1896-09-13,2,13,3,10
lccn/sn82016014/1915-11-16,1,10,12,-2
lccn/sn82016014/1915-12-04,2,16,11,5
lccn/sn82016014/1916-01-07,2,10,9,1
lccn/sn82016014/1916-01-08,1,2,6,-4
lccn/sn87055779/1921-12-07,2,8,2,6
lccn/sn87055779/1921-09-01,2,10,9,1
lccn/sn87055779/1921-07-08,1,3,7,-4
lccn/sn83045462/1923-02-19,1,0,0,0
lccn/sn83045462/1923-04-18,2,4,3,1
lccn/sn85066387/1913-01-16,1,6,9,-3
lccn/sn78000395/1904-09-10,1,10,12,-2
lccn/sn85066387/1913-06-30,2,5,2,3
lccn/sn85025620/1905-02-24,2,11,7,4
lccn/sn83045462/1923-05-13,2,8,2,6
lccn/sn83045462/1923-06-03,1,2,3,-1
lccn/sn99021999/1919-11-14,2,15,4,11
lccn/sn83045462/1923-06-19,2,9,4,5
lccn/sn96077142/1904-07-23,1,7,11,-4
lccn/sn84024055/1921-12-10,2,15,6,9
lccn/sn86058226/1908-03-26,2,8,6,2
lccn/sn86058226/1910-03-06,2,12,5,7
lccn/sn86058226/1910-03-08,2,11,3,8
lccn/sn86058226/1910-04-23,1,0,0,0
