File Name/Article ID, Positivity Rating
sn82016350,2
sn83016751,0
sn83025182,2
sn84023127,2
sn84023209,2
sn84023881,2
sn84024558,2
sn84027352,2
sn84038034,2
sn85038443,2
sn85049614,2
sn86058541,2
sn87056241,2
sn87056247,2
sn87075163,2
sn98060050,2
